Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Votes
Support Request,JRACLOUD-35641,743064,Menus in JIRA 6.1.2,,alan.stephenson,Low,Closed,Support Request,04/Nov/2013 6:59 PM,15/Aug/2019 5:36 AM,1
Support Request,JRACLOUD-35506,743018,Error when trying to add Custom Field,,bjorn.gullander,Low,Closed,Support Request,25/Oct/2013 2:41 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38205,742963,No Open reviews causes extreme slow down,,martin.cassidy,Low,Closed,Support Request,07/May/2014 1:15 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-30097,742943,"When username is an email, the user link url is incorrect",,sauthieg,Low,Closed,Handled by Support,12/Oct/2012 7:34 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35528,728284,Jira startup failed,,aatfnajira,Low,Closed,Support Request,28/Oct/2013 8:57 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32716,742864,Cannot update the issues,,akhtarahmedsyed,Low,Closed,Handled by Support,22/Apr/2013 11:20 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35967,767684,Ability to Edit Maximised Activity Stream in System Dashboard does not Work,,steve.aplin,Low,Closed,Support Request,26/Nov/2013 9:48 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-38242,742123,Remove the message 'Some issue types are unavailable due to incompatible field configuration and/or workflow associations.',,gssd,Low,Closed,Support Request,09/May/2014 1:53 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32734,741892,Please wait a moment for the server to finish then retry your action,,heshanm,Low,Closed,Handled by Support,23/Apr/2013 11:54 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-43744,762029,automatically fetch the same as on page /secure/admin/ViewLicense!default.jspa,,grzegorz.szyszlo,Low,Closed,Tracked Elsewhere,08/Jun/2015 12:23 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-32647,741535,Trial version access,,peter.furlong,Low,Closed,Handled by Support,17/Apr/2013 4:16 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35112,741443,Auto Open new created issue in Version 5.2.7,,sascha.winter1,Low,Closed,Support Request,01/Oct/2013 2:35 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37975,741444,System time not consistent with time zone configuration,,oromero85,Low,Closed,Support Request,22/Apr/2014 12:29 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-35030,741278,Jira not showing User Select PopUp when adding Watchers to Issues,,adiallo,Low,Closed,Support Request,26/Sep/2013 9:17 AM,15/Aug/2019 5:36 AM,1
Support Request,JRACLOUD-32246,727220,Create a new JIRA Project  within Market Risk Technology   new Key: MRTUAT,,brian.schubert,Low,Closed,Handled by Support,21/Mar/2013 6:27 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-36849,727148,JIRA filters go into advanced mode even for basic searches,,prasad.subraveti,Low,Closed,Support Request,04/Feb/2014 7:51 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-37437,727140,Attach Image activex control error,,rpatton,Low,Closed,Support Request,11/Mar/2014 10:15 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-34835,741174,JIRA upgrade issue,,chris.harman,Low,Closed,Support Request,16/Sep/2013 4:56 PM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-30303,761778,Hercules Scanning log files does not progress,,aboumediene,Low,Closed,Handled by Support,30/Oct/2012 8:52 AM,15/Aug/2019 5:36 AM,0
Support Request,JRACLOUD-42365,761637,"Removing ""Browse Users"" global permission doesn't work for the Assignee",,fabio.turati,Low,Closed,Support Request,09/Mar/2015 5:57 PM,15/Aug/2019 5:35 AM,2
Support Request,JRACLOUD-35744,731906,Print screen attachments in JIRA not working,,alan.stephenson,Low,Closed,Support Request,11/Nov/2013 7:38 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-42786,740512,State was partially changed during transition,,yakimant,Low,Closed,Support Request,07/Apr/2015 11:43 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35847,740496,Subtask information has gone missing,,simon3,Low,Closed,Support Request,18/Nov/2013 1:47 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35953,740416,Sever was contacted but has returned an error,,norvika,Low,Closed,Support Request,25/Nov/2013 5:31 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-38167,740236,Wanted to know the impact if we change the Global Date Format,,arpita.argulwar,Low,Closed,Support Request,06/May/2014 12:39 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-43084,738313,Invalid community license with a version mismatch error,,a1@newsite.by,Low,Closed,Support Request,27/Apr/2015 7:10 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-32659,738148,Blank dashboard by upgrading to XP sp3,,mdehghan,Low,Closed,Handled by Support,18/Apr/2013 4:56 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-32357,738037,Jira on Mac,,mswang7,Low,Closed,Handled by Support,28/Mar/2013 7:05 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35116,737946,Multiple emails are getting generated after making a comment or creating an issue,,trawal,Low,Closed,Support Request,01/Oct/2013 4:35 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37146,771750,The suggestions in Assignee dropdown do not seems to work correctly,,jira@uqtr.ca,Low,Closed,Support Request,21/Feb/2014 7:55 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-28008,737921,"project in (ACNET, ALLX, ALNU, ACNTW, ACVW) AND status CHANGED FROM ""Resolved"" TO ""Validated"" query doesn't work ",,shawnkielty,Low,Closed,Handled by Support,27/Apr/2012 10:04 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35734,771747,Javascript Error in JIRA,,jayd,Low,Closed,Support Request,08/Nov/2013 9:55 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35874,771742,Clicking on an attachment with spaces produces an Internal Server error,,manohar_venkataraman,Low,Closed,Support Request,19/Nov/2013 4:28 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-36598,771732,Import external project ondemand cloud,,augusto.vellozo,Low,Closed,Support Request,17/Jan/2014 8:09 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35082,771728,Customfield is not applicable for the current project and/or issue type,,wolfgang.seidler,Low,Closed,Duplicate,30/Sep/2013 6:32 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-59307,772499,"I can not access to issue Statuses in  ""ISSUE ATTRIBUTES""",,m.aminiomam15467726,Low,Closed,Support Request,11/Jan/2016 7:34 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-59174,772461,An exception occurred backing up: java.lang.IllegalStateException: Could not find column...,,haidx,Low,Closed,Duplicate,29/Dec/2015 7:48 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-34263,737475,Activity order icon not displayed.,,adm.jira@lantiq.com,Low,Closed,Support Request,12/Aug/2013 10:17 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-36143,737383,"Viewing other users avatars relies on the JIRA Users Global Permission, even if you are a JIRA Administrator",,mrawson,Low,Closed,Answered,10/Dec/2013 1:52 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35345,737370,Dashboard header dropdown menus appear behind dashboard widgets,,akriger,Low,Closed,Support Request,16/Oct/2013 2:54 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35344,737373,Dashboard header bar does not use correct color after upgrade to 6.1.1,,akriger,Low,Closed,Support Request,16/Oct/2013 2:50 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-34190,737004,Cannot upgrade JIRA from 4.4.3 to 6.0.5,,roberto.alvarez,Low,Closed,Support Request,06/Aug/2013 9:12 AM,15/Aug/2019 5:35 AM,1
Support Request,JRACLOUD-34637,736931,"Jira filter Excel export ""Current fields"" not working? No colums selected",,yestbold.g,Low,Closed,Support Request,04/Sep/2013 8:58 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-40537,736106,Plugin not started in virtual Box,,emmanuel_edon,Low,Closed,Support Request,23/Oct/2014 10:24 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37018,735354,Expenders are no longer working in JIRA 6.2-rc1,,plante.frederick,Low,Closed,Resolved Locally,14/Feb/2014 3:22 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-28943,739472,Exception thrown when trying to use the CSV import in OnDemand,,sstreeting,Low,Closed,Handled by Support,14/Jul/2012 4:10 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-44998,764742,Mail handler uses another projects issue keys,,ktovmasian,Low,Closed,Support Request,26/Aug/2015 8:18 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37955,738503,"System Dashboard - Accepting issue shows a ""blankish"" dialog",,roberto.andrade1,Low,Closed,Support Request,18/Apr/2014 3:31 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-38173,771608,"Mail notification fails with message ""Failed adding mail for notification recipient""",,jkr,Low,Closed,Support Request,06/May/2014 5:40 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-40442,753553,Fatal error on OAuth token management page when user has tokens from non-existing consumer,,wirone,Low,Closed,Support Request,16/Oct/2014 8:59 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35933,733478,Workflow Transition Screen cannot be reset to None,,kessler,Low,Closed,Support Request,23/Nov/2013 10:44 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-38494,733285,getting error failed to load,,dennis.verdaasdonk,Low,Closed,Support Request,26/May/2014 10:32 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37904,733248,Startup issues every unclean shutdown,,aak_pol,Low,Closed,Support Request,15/Apr/2014 4:48 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-32579,770265,Custom JIRA Issue Collector does not load from JIRA OnDemand,,njm,Low,Closed,Handled by Support,14/Apr/2013 2:45 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37474,771724,textarea fields have different height in edit dialog and inline edit,,alied.perez,Low,Closed,Answered,13/Mar/2014 7:04 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37007,771706,Data Base error upgrading from 6.1.5 or 6.1.7 (Test box),,dray1,Low,Closed,Support Request,13/Feb/2014 9:14 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37063,735092,Jira creates duplicate cases on random basis,,mar,Low,Closed,Support Request,18/Feb/2014 9:47 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37022,734331,User Menu Bug,,hauser.j,Low,Closed,Support Request,15/Feb/2014 7:26 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-38053,735286,Problem with jira,,exploitation2,Low,Closed,Support Request,28/Apr/2014 8:06 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-32825,734228,Confluence cannot display 'Workload Pie Chart' macro,,mym@ciklum.com,Low,Closed,Handled by Support,29/Apr/2013 9:07 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-36907,771684,Jira CLI failing on 6.1.7.  Vendor indicates this is an issue with a specific SOAP API function,,dsonderling,Low,Closed,Support Request,07/Feb/2014 4:05 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-36796,771675,System dashboard problem,,betule,Low,Closed,Support Request,31/Jan/2014 9:06 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-35029,771673,Error when creating work log back in time.,,lla,Low,Closed,Support Request,26/Sep/2013 8:54 AM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-37939,753058,Mail handler parsing problem,,nicolas.bouchet1,Low,Closed,Support Request,17/Apr/2014 1:28 PM,15/Aug/2019 5:35 AM,0
Support Request,JRACLOUD-34936,733908,Shared Dashboard is not visible to users,,jack.brooks,Low,Closed,Support Request,19/Sep/2013 7:21 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-43110,730798,Need new version to be compatible in Jira 6.3.1,,devtools,Low,Closed,Answered,21/Jul/2014 6:37 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37856,737618,"Users getting ""XSRF Security Token Missing"" when Creating Issues",,richardscire,Low,Closed,Support Request,09/Apr/2014 5:43 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-42325,730337,Exception: NS_ERROR_DOM_QUOTA_REACHED: Persistent storage maximum size reached,,datskov,Low,Closed,Support Request,05/Mar/2015 1:54 PM,15/Aug/2019 5:34 AM,2
Support Request,JRACLOUD-36721,732564,Needs to map internal directory with Microsoft active directory.,,mahesh.thakkannavar,Low,Closed,Support Request,27/Jan/2014 5:07 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-34903,732451,Create Issue pop-up screen does not close after hitting Create,,jiraadmin64,Low,Closed,Support Request,18/Sep/2013 4:22 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38481,738335,Resolved date is not pulled through once ticket is closed,,billy.stinnette,Low,Closed,Support Request,23/May/2014 4:52 PM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-36688,732282,Inconsistent Avatar Failure,,brown.3.mike1,Low,Closed,Handled by Support,23/Jan/2014 7:33 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36685,732258,Application link between Confluence and Jira doesn't work,,mary.wong,Low,Closed,Support Request,23/Jan/2014 6:35 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-33183,731967,Problem upgrading to 6,,jouni.renfors,Low,Closed,Support Request,22/May/2013 8:48 AM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-37115,730399, XML import fails due to invalid characters,,sudharsang,Low,Closed,Support Request,20/Feb/2014 10:48 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-35382,731755,All Dashboards Missing and Now unable to get any support ,,btaggart,Low,Closed,Support Request,18/Oct/2013 11:24 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36399,730335,Searching Confluence spaces returns error,,tj5,Low,Closed,Support Request,07/Jan/2014 2:39 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-35011,730290,Can not forward a request to HipChat API,,michael.s.simon,Low,Closed,Handled by Support,25/Sep/2013 5:42 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37064,730267,sub process to configure on issue type level on Jira per workflow,,chris124,Low,Closed,Support Request,18/Feb/2014 11:43 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-28492,730212,"To Whom It may concern;",,ozgur,Low,Closed,Handled by Support,06/Jun/2012 11:11 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36199,731380,"I want to delete a user, but I can't search for issues that he commented on.",,fanni.kiss,Low,Closed,Support Request,14/Dec/2013 11:08 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36978,762760,"New added User (which is not default user), is wrongly picked up by post funtion as default user",,jan.wolf,Low,Closed,Support Request,12/Feb/2014 6:20 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-34636,768487,"Jira Filter return almost empty with ""List View""?",,yestbold.g,Low,Closed,Support Request,04/Sep/2013 8:52 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38310,731036,Cannot assign Fix Version to issues,,dave.cagle,Low,Closed,Support Request,13/May/2014 6:23 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-39571,750167,Cannot split JIRA instance on server,,alex.petchesi,Low,Closed,Support Request,18/Aug/2014 6:36 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38141,730083,Behaviors not behaving,,jwyen,Low,Closed,Answered,05/May/2014 4:41 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-40532,736081,filter is not working as designed,,gautamnarayanan,Low,Closed,Answered,23/Oct/2014 5:38 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37092,768534,Mismatched port warning message,,mhaney,Low,Closed,Support Request,19/Feb/2014 2:30 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-34982,730391,Project key invalid error,,jmom@squareis.com,Low,Closed,Support Request,24/Sep/2013 11:53 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38042,730368,mysql error,,knowledgep.system,Low,Closed,Support Request,26/Apr/2014 6:45 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-39007,768312,Report module plugin development: hidden report parameter is lost on report configuration,,azhdanov@gmail.com,Low,Closed,Answered,04/Jul/2014 4:35 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36103,768303,Installation failed: java.lang.IllegalStateException: You cannot perform an import with an invalid validation result.,,herbert.walde,Low,Closed,Support Request,06/Dec/2013 11:26 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38100,768301,Problem of unknownHostException with Confluence Gadget,,gfbongiovanni,Low,Closed,Support Request,30/Apr/2014 2:17 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37225,726314,"Create linked Task returns ""404 Page not found""",,pablo.culebras,Low,Closed,Support Request,27/Feb/2014 1:03 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37198,725892,404 Page,,forpdfsending,Low,Closed,Support Request,26/Feb/2014 8:12 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37445,727130,Update notification mail have HTML tag (use J-editor),,toon0210,Low,Closed,Support Request,12/Mar/2014 5:51 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-33316,729845,Issues not loading in FireFox,,maya.ctr.chase@faa.gov,Low,Closed,Support Request,29/May/2013 7:42 PM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-37179,726285,Keep getting plugins failed to load during JIRA startup,,cindge,Low,Closed,Support Request,25/Feb/2014 1:59 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37085,725517,Project specific Custom field not showing when using parent = in query,,james.pink,Low,Closed,Support Request,19/Feb/2014 11:22 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36910,727312,BROWSE PROJECTS show all projects even though I am logged out,,mark.moore,Low,Closed,Support Request,07/Feb/2014 8:19 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36772,726927,Java bug,,infrastructure17,Low,Closed,Support Request,29/Jan/2014 11:22 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-42453,770902,Jira Server Add-On manager not updating with latest HipChat version,,mavalos,Low,Closed,Tracked Elsewhere,13/Mar/2015 9:06 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36710,732554,Can not filter issues on Project AND Custom Field,,aberthelin,Low,Closed,Support Request,24/Jan/2014 1:42 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36696,732233,Unable to remove Resolution field from Default Screen,,jcrouse,Low,Closed,Support Request,23/Jan/2014 11:23 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36621,726774,Very slow On Demand since 7 days,,marc17,Low,Closed,Support Request,20/Jan/2014 7:34 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36504,726267,Cannot manually change assignee on Move,,johnston1,Low,Closed,Support Request,14/Jan/2014 5:17 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-32577,729566,I keep getting captcha's for my account to log in although I shouldn't,,rept,Low,Closed,Handled by Support,14/Apr/2013 9:31 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36393,725527,Dashboards disappeared after upgrade to 6.1.5,,s.genin@ideotechnologies.com,Low,Closed,Support Request,07/Jan/2014 10:59 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-41839,770865,"Function mail.incoming.CreateOrCommentHandler produces error ""Exception while adding attachments to"" when sending email with attachment 4 times a minute",,l.valentin,Low,Closed,Support Request,29/Jan/2015 12:38 PM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-37676,747697,Users on Jira are being automatically removed from groups they were setup being members of the group,,william.causey,Low,Closed,Support Request,26/Mar/2014 9:44 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-35481,729536,[User Management] Upgrading to 6.1 clears user Emails and replaces Full Name with UserName,,pierre.elkhoury,Low,Closed,Support Request,24/Oct/2013 3:31 PM,15/Aug/2019 5:34 AM,1
Support Request,JRACLOUD-36356,725352,Issues chart is wrong,,rfirmin,Low,Closed,Support Request,03/Jan/2014 2:28 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38252,770853,"JIRA ""Filter Results"" dashboard gadget not updating according to settings",,chuckv,Low,Closed,Support Request,09/May/2014 8:37 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37710,770851,I can't add a field to a detailed view of an issue in a board,,mauro.chojrin,Low,Closed,Support Request,28/Mar/2014 2:50 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37390,770847,404 error when connecting to bitbucket,,plajoie,Low,Closed,Support Request,07/Mar/2014 6:21 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37661,770839,Jira 6.2 page not found 404,,dirk.kias,Low,Closed,Support Request,26/Mar/2014 11:56 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-37731,770832,Users don't receive notifications.,,cdipriamo,Low,Closed,Support Request,31/Mar/2014 6:18 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38179,770830,"Unable to Search by Custom Field ""Code Reviewed By""",,skuchka1,Low,Closed,Support Request,06/May/2014 8:51 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38991,770829,Jira hangs when moving an issue to the resolved state,,richardscire,Low,Closed,Support Request,03/Jul/2014 3:19 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-39162,770814,Filter on custom field not working after jira upgrade from 5.0.1 to 6.3.1,,frederic.bourry,Low,Closed,Support Request,17/Jul/2014 1:00 PM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-38415,770701,"Issue with jql query, not returning correct results as expected",,vicky.bairamidis,Low,Closed,Support Request,21/May/2014 5:50 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-34404,729447,"Hi Team,  When we search the issues and add the column of linked issues, we get the issues of multiple projkects in JIRA. Is there any way to filter out a single project in that fileld.  Regards  Dhananjay",,dhananjay.mukhedkar,Low,Closed,Support Request,20/Aug/2013 11:51 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-33209,768101,Jira 6.0 - System Dashboard not rendered properly in IE 8 & 10,,ak.com,Low,Closed,Support Request,23/May/2013 9:48 AM,15/Aug/2019 5:34 AM,0
Support Request,JRACLOUD-36159,768072,Unable to Clone Issues after Upgrade,,mia.beckett,Low,Closed,Support Request,11/Dec/2013 1:37 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38204,768051,The email notification goes to error queoue,,htaheri,Low,Closed,Support Request,07/May/2014 9:29 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35399,768009,Internal Server Error when deleting a sub-task,,matt.shelton,Low,Closed,Support Request,18/Oct/2013 4:42 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37596,767987,Cannot use Attach a Screenshot functionality,,michael.kort,Low,Closed,Support Request,21/Mar/2014 7:28 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36125,725458,Allow custom Status order for Two dimentional filter statistics.,,rvmadhav,Low,Closed,Support Request,09/Dec/2013 11:05 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-33917,767959,"Unable to delete an issue type ""Test"" (provided by Zephyr plugin)",,astern,Low,Closed,Support Request,16/Jul/2013 5:10 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34529,729360,Issue Search Created and Updated Dates Incorrect,,gary.lee1,Low,Closed,Handled by Support,27/Aug/2013 5:51 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-38022,767941,Migrating from JIRA OnDemand to a JIRA Installed Site,,james.mills,Low,Closed,Support Request,24/Apr/2014 2:16 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-28732,729355,"JQL Contain Operator ""~"" does not have te same behavior for Customfield",,v_thoule,Low,Closed,Handled by Support,27/Jun/2012 2:35 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34823,767858,After latest updates our JIRA on demand is working incredible slower,,krzysztof.pulkiewicz,Low,Closed,Support Request,15/Sep/2013 10:01 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36862,767835,NullPointerException while creating database on hosted jira,,soufiane2,Low,Closed,Support Request,05/Feb/2014 12:26 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34928,729297,Default Setting For Custom field not being set correctly,,it-supportservices,Low,Closed,Support Request,20/Sep/2013 1:08 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37045,767622,Trouble with making issues through incoming mail,,andreweber,Low,Closed,Support Request,17/Feb/2014 3:27 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34372,729254,Extrem old commits in source tab - Fisheye Plugin,,yvonne.koch,Low,Closed,Support Request,19/Aug/2013 2:25 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37950,729064,Dashboard Gadget Error,,michael82,Low,Closed,Support Request,18/Apr/2014 8:36 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37930,738071,No Crowd Application available,,iordannalbantov,Low,Closed,Support Request,16/Apr/2014 9:15 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37186,770796,403 when clicking User Managment,,awoollacott,Low,Closed,Support Request,25/Feb/2014 6:13 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37705,770789,Filter problem with JIRA,,chririmalala,Low,Closed,Support Request,28/Mar/2014 1:37 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37471,727201,include assignee and priority in each update notification email,,asif_khan,Low,Closed,Support Request,13/Mar/2014 1:14 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37468,726446,Dashboard: Main Menu List is hidden by Filter Box,,stefan.riepenhausen,Low,Closed,Support Request,13/Mar/2014 11:36 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-37460,727391,Jira  restore from XML,,jun02130910,Low,Closed,Support Request,13/Mar/2014 8:19 AM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34985,731902,Update shutdown.sh to be more realistic,,josh.butts,Low,Closed,Support Request,24/Sep/2013 3:40 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36734,728743,External System Import from csv Error,,rakesh.g,Low,Closed,Support Request,27/Jan/2014 3:43 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-35470,729985,Comments field problems,,andre.bloesch,Low,Closed,Support Request,23/Oct/2013 6:14 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-36222,728696,JIRA 6.1.5 failed to start on Cent OS 6.5 on VirtualBox 4.3.4,,konedev,Low,Closed,Support Request,17/Dec/2013 12:43 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-33773,728655,Unable to move stories to 'In Progress',,smarmion,Low,Closed,Support Request,08/Jul/2013 4:14 PM,15/Aug/2019 5:33 AM,0
Support Request,JRACLOUD-34693,725762,Sorting in issue navigator does not work,,jthreideh,Low,Closed,Support Request,06/Sep/2013 8:36 PM,15/Aug/2019 5:33 AM,0
